,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,cube_side_len,decimation_factor,comments,proposed_endpoints
46,47,0.09090909090909091,0.6666666666666666,0.16,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,600,0.6366666666666667,good,"[[144975 168975  22147]
 [127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [145575 168975  22087]
 [128175 172425  22207]
 [129375 178275  22222]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [127725 168675  22177]
 [127725 175425  22282]
 [133875 174975  22462]]"
47,48,0.09090909090909091,0.6666666666666666,0.16,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,600,0.6911111111111111,good,"[[144975 168975  22147]
 [127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [145575 168975  22087]
 [128175 172425  22207]
 [129375 178275  22222]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [127725 168675  22177]
 [127725 175425  22282]
 [133875 174975  22462]]"
48,49,0.09090909090909091,0.6666666666666666,0.16,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,600,0.7455555555555555,good,"[[144975 168975  22147]
 [127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [145575 168975  22087]
 [128175 172425  22207]
 [129375 178275  22222]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [127725 168675  22177]
 [127725 175425  22282]
 [133875 174975  22462]]"
49,50,0.09090909090909091,0.6666666666666666,0.16,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,600,0.8,good,"[[144975 168975  22147]
 [127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [145575 168975  22087]
 [128175 172425  22207]
 [129375 178275  22222]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [127725 168675  22177]
 [127725 175425  22282]
 [133875 174975  22462]]"
50,51,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.31,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
51,52,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.36444444444444446,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
52,53,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.41888888888888887,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
53,54,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.47333333333333333,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
54,55,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.5277777777777778,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
55,56,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.5822222222222222,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
56,57,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.6366666666666667,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
57,58,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.6911111111111111,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
58,59,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.7455555555555555,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
59,60,0.11538461538461539,1.0,0.20689655172413793,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,650,0.8,good,"[[130243 176881  22384]
 [127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [143243 167781  22465]
 [128456 178181  22156]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [130893 176231  22416]
 [130731 179156  22205]
 [136093 175093  22530]
 [132031 175256  22400]
 [129268 178181  22221]
 [134631 174931  22465]
 [131868 176231  22449]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
60,61,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.31,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
61,62,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.36444444444444446,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
62,63,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.41888888888888887,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
63,64,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.47333333333333333,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
64,65,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.5277777777777778,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
65,66,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.5822222222222222,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
66,67,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.6366666666666667,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
67,68,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.6911111111111111,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
68,69,0.08,0.6666666666666666,0.14285714285714285,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4000,700,0.7455555555555555,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [141837 168612  22461]
 [143237 167737  22461]
 [146037 168962  22006]
 [141662 171587  22426]
 [137287 174387  22548]
 [128537 174562  22338]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178587  22251]
 [130812 179112  22198]
 [130812 175962  22391]
 [132212 175262  22426]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [139212 172812  22496]
 [140612 171062  22531]]"
